"sample-047543.wav,i'm playing for keeps,2,1,twenties,male,england,1680.0"
"sample-047673.wav,how could it be awkward,2,1,twenties,male,indian,1704.0"
"sample-194708.mp3,haven't you got any feeling,3,0,thirties,male,us,1944.0"
"sample-194833.mp3,how can you tell,2,0,nan,nan,us,2064.0"
"sample-194843.mp3,what time is it,2,0,nan,nan,nan,2040.0"
"sample-194913.mp3,you ain't gonna get me to stay here,2,0,teens,male,us,2064.0"
"sample-194933.mp3,how could you even think that,1,0,nan,nan,nan,1944.0"
"sample-194936.mp3,it is i the boy answered,2,0,twenties,male,england,1944.0"
"sample-195019.mp3,of course you never did,1,0,thirties,female,england,1992.0"
"sample-195063.mp3,do you know what an engagement ring is,1,0,nan,nan,nan,2064.0"
"sample-195162.mp3,i'll be right back,1,0,thirties,female,nan,2088.0"
"sample-195164.mp3,how did you find out,2,0,nan,nan,nan,2016.0"
"sample-195169.mp3,look at it today,1,0,nan,nan,us,2064.0"
"sample-195184.mp3,they're not concerned with that right now,2,0,fourties,male,us,2064.0"
"sample-195243.mp3,why don't we search their rooms,1,0,twenties,male,us,2016.0"
"sample-195314.mp3,just what i said,1,0,twenties,male,us,2040.0"
"sample-195333.mp3,i don't care what you charge them with,2,1,nan,nan,nan,2064.0"
"sample-195505.mp3,this is for you,1,0,nan,nan,nan,2016.0"
"sample-195515.mp3,you bet i will,1,0,nan,nan,nan,2064.0"
"sample-195533.mp3,it'll be for life,1,0,teens,female,us,1944.0"
"sample-195581.mp3,this is the press room,1,0,twenties,male,nan,1968.0"
"sample-195591.mp3,i won a flower,1,0,fourties,male,us,1944.0"
"sample-195616.mp3,but don't you think he's just beautiful,2,0,thirties,male,scotland,2064.0"
"sample-195690.mp3,what was all that,2,0,twenties,female,nan,1944.0"
